sweeney-todd-the-demon-barber-of-fleet-street-2007,tim-burton,johnny-depp helena-bonham-carter alan-rickman timothy-spall sacha-baron-cohen jamie-campbell-bower jayne-wisener ed-sanders-2 laura-michelle-kelly anthony-stewart-head buck-holland david-mckail colin-higgins-1 jess-murphy harry-taylor sophie-morris-sheppard
sweet-home-alabama,andy-tennant,reese-witherspoon josh-lucas patrick-dempsey candice-bergen rhona-mitra deborah-duke fred-ward mary-kay-place-1 kevin-sussman melanie-lynskey ethan-embry jean-smart sharon-blackwood dakota-fanning thomas-curtis jody-thompson-1 katharine-towne leslie-hendrix courtney-gains mary-lynn-rajskub nathan-lee-graham sean-bridgers fleet-cooper michelle-krusiec mark-matkevich bob-penny jen-apgar sarah-baker-1 ted-manson kelsey-lowenthal colin-ford
the-sweetest-thing,roger-kumble,cameron-diaz christina-applegate thomas-jane selma-blair jason-bateman parker-posey frank-grillo eddie-mcclintock james-mangold georgia-engel johnathon-schaech joe-bellan bryan-anthony-1 kevin-stea
synecdoche-new-york,charlie-kaufman,philip-seymour-hoffman samantha-morton jennifer-jason-leigh michelle-williams catherine-keener emily-watson tom-noonan sadie-goldstein hope-davis dianne-wiest-1 kristen-bush alice-drummond amy-wright-1 deirdre-oconnell elizabeth-marvel charles-techman tom-greer josh-pais lynn-cohen jerry-adler daisy-tahan frank-girardeau peter-friedman-2 daniel-london robert-seay stephen-adly-guirgis joe-lisi-1 michael-medeiros christopher-evan-welch william-ryall rosemary-murphy john-rothman-2 paul-sparks
syriana,stephen-gaghan,george-clooney matt-damon jeffrey-wright chris-cooper amanda-peet william-hurt christopher-plummer alexander-siddig kayvan-novak amr-waked robert-foxworth nicky-henson nicholas-art steven-hinkle daisy-torme peter-gerety richard-lintern mazhar-munir jocelyn-quivrin shahid-ahmed-1 bikram-singh-bhamra roger-yuan jamey-sheridan max-minghella nadim-sawalha akbar-kurtha sonnell-dadral tim-blake-nelson mark-strong badria-timimi viola-davis ozzie-yue
take-this-waltz,sarah-polley,michelle-williams seth-rogen luke-kirby sarah-silverman aaron-abrams jennifer-podemski graham-abbey vanessa-coelho danielle-miller-1 diane-daquila
talladega-nights-the-ballad-of-ricky-bobby,adam-mckay,will-ferrell c-3 sacha-baron-cohen gary-cole michael-clarke-duncan leslie-bibb amy-adams jane-lynch andy-richter molly-shannon david-koechner adam-mckay austin-crim jake-johnson lorrie-bess-crumley jack-mcbrayer ian-roberts jason-davis john-d-king luke-bigham pat-hingle yasiin-bey elvis-costello ed-lauter greg-germann dale-earnhardt-jr dick-berggren houston-tumlin grayson-russell ted-manson mike-joy darrell-waltrip rob-riggle jack-blessing
tarzan,kevin-lima chris-buck,tony-goldwyn glenn-close minnie-driver brian-blessed nigel-hawthorne lance-henriksen wayne-knight alex-d-linz rosie-odonnell taylor-dempsey jason-marsden sherry-lynn mickie-mcgowan jack-angel frank-welker debi-derryberry
teen-witch,dorian-walker,robyn-lively dan-gauthier joshua-john-miller caren-kaye dick-sargent lisa-fuller amanda-ingber zelda-rubinstein noah-blake tina-caspary megan-gallivan alsari-al-shehali shelley-berman marcia-wallace gary-schwartz-1 cherie-franklin cindy-valentine-leone wendy-brainard jared-chandler
tenacious-d-in-the-pick-of-destiny,liam-lynch,jack-black-1 kyle-gass ronnie-james-dio tim-robbins meat-loaf ben-stiller dave-grohl jr-reed paul-f-tompkins-1 troy-gentile-1 ned-bellamy fred-armisen kirk-ward amy-poehler c-3 gregg-turkington amy-adams colin-hanks jason-segel
the-terminal,steven-spielberg,tom-hanks catherine-zeta-jones stanley-tucci chi-mcbride diego-luna barry-shabaka-henley kumar-pallana zoe-saldana eddie-jones jude-ciccolella corey-reynolds guillermo-diaz rini-bell stephen-mendel michael-nouri sasha-spielberg john-eddins valeriy-nikolaev lydia-blanco-garza ryan-stockstad susan-slome kenneth-choi scott-adsit eddie-santiago
thank-you-for-smoking,jason-reitman,aaron-eckhart maria-bello cameron-bright adam-brody sam-elliott katie-holmes rob-lowe william-h-macy robert-duvall david-koechner jk-simmons kim-dickens connie-ray joan-lunden mary-jo-smith todd-louiso jeff-witzke marianne-muellerleile jordan-garrett courtney-taylor-burness daniel-travis richard-speight-jr renee-graham timothy-dowling dennis-miller terry-james-1 marc-scizak rachel-thorp aaron-lustig melora-hardin brian-palermo michael-mantell spencer-garrett earl-billings catherine-reitman sean-patrick-murphy david-o-sacks nancy-odell roy-jenkins bruce-french christopher-buckley dana-e-glauberman eva-la-dare robert-malina aloma-wright
thelma-louise,ridley-scott,susan-sarandon geena-davis harvey-keitel michael-madsen christopher-mcdonald brad-pitt stephen-tobolowsky timothy-carhart lucinda-jenney jason-beghe sonny-carl-davis ken-swofford shelly-desai carol-mansell stephen-polk rob-roy-fitzgerald jack-lindine michael-delman kristel-l-rose noel-l-walcott-iii marco-st-john gregory-j-barnett robert-bobby-z-zajonc charlie-sexton
the-theory-of-everything-2014,james-marsh-1,eddie-redmayne felicity-jones charlie-cox emily-watson simon-mcburney david-thewlis maxine-peake harry-lloyd tom-prior sophie-perry finlay-wright-stephens alice-orr-ewing thomas-morrison michael-marcus gruffudd-glyn paul-longley guy-oliver-watts lucy-chappell charlotte-hope abigail-cruttenden nicholas-gerard-martin brett-brown anthony-skrimshire christian-mckay adam-godley nicola-sloane lottie-hamilton enzo-cilenti rufus-taylor delilah-sexton eileen-davies simon-chandler georg-nikoloff-1 oliver-payne raffiella-chapman sam-houston victoria-emslie frank-leboeuf will-barton lucy-challenger nicola-victoria-buck stuart-benson andrew-bridgmont jamie-edwards jumaane-brown
there-will-be-blood,paul-thomas-anderson,daniel-day-lewis paul-dano dillon-freasier ciaran-hinds kevin-j-oconnor hope-elizabeth-reeves colleen-foy barry-del-sherman david-willis hans-howes sydney-mccallister paul-f-tompkins-1 kevin-breznahan jim-meskimen erica-sullivan randall-carver james-downey david-warshofsky charles-thomas-doyle russell-harvard mary-elizabeth-barrett brad-carr rhonda-reeves beau-smith
theres-something-about-mary,bobby-farrelly peter-farrelly,cameron-diaz matt-dillon ben-stiller lee-evans chris-elliott lin-shaye jeffrey-tambor markie-post keith-david w-earl-brown sarah-silverman khandi-alexander marnie-alexenburg danny-murphy richard-tyson rob-moran jackie-flynn hillary-matthews willie-garson david-shackelford david-goryl lori-brener jeffrey-p-lerner cory-pendergast brett-favre warren-tashjian kelly-roarke herbie-flynn caryl-west ken-rogerson brad-blank steve-sweeney cindy-oliver will-coogan steve-tyler-1 richard-jenkins harland-williams maureen-griffin mariann-farrelly jonathan-richman-1 tommy-larkins lenny-clarke daniel-greene michael-budge james-gifford sean-gildea zen-gesner tracy-anne-george jesse-farrelly ab-cassidy max-murphy scott-rosenberg
thirteen,catherine-hardwicke,evan-rachel-wood nikki-reed holly-hunter brady-corbet jeremy-sisto vanessa-hudgens-1 ulysses-estrada sarah-blakley-cartwright jenicka-carey sarah-clarke jasmine-di-angelo tessa-ludwick kip-pardue-1 cece-tsou jamison-yang mo-mcrae frank-merino cynthia-ettinger-1 charles-duckworth deborah-kara-unger dw-moffett steven-kozlowski java-benson brandy-rainey yasmine-delawari benjamin-anderson angelique-bates conor-dean-smith jordan-elliott zachary-koretz matthew-muzio cynthia-nibler david-patykewich honore-sato
this-is-america-charlie-brown,evert-brown,bill-melendez erin-chase frank-welker brandon-stewart gregg-berger brittany-thornton erica-gayle
this-is-the-end,seth-rogen evan-goldberg,james-franco jonah-hill seth-rogen jay-baruchel danny-mcbride craig-robinson michael-cera emma-watson mindy-kaling david-krumholtz christopher-mintz-plasse rihanna martin-starr paul-rudd channing-tatum kevin-hart aziz-ansari nick-carter kevin-richardson aj-mclean howie-dorough brian-littrell lo-graham douglas-m-griffin brian-huskey jason-segel steffie-grote
tommy-boy,peter-segal,chris-farley david-spade brian-dennehy bo-derek julie-warner dan-aykroyd rob-lowe sean-mccann-1 zach-grenier james-blendick kevin-farley john-farley frank-welker
titanic-1997,james-cameron,leonardo-dicaprio kate-winslet billy-zane kathy-bates frances-fisher gloria-stuart bill-paxton bernard-hill david-warner victor-garber jonathan-hyde suzy-amis-1 lewis-abernathy nicholas-cascone danny-nucci jason-barry lew-palter eric-braeden bernard-fox ewan-stewart ioan-gruffudd jonny-phillips-2 edward-fletcher scott-g-anderson martin-east gregory-cooke alexandrea-owens seth-adkins michael-ensign-1 anatoly-m-sagalevitch martin-hub mark-lindsay-chapman richard-graham-1 paul-brightwell ron-donachie charlotte-chatton fannie-brett jenette-goldstein camilla-overbye-roos linda-kerns amy-gaipa martin-jarvis rosalind-ayres rochelle-rose jonathan-evans-jones rocky-taylor craig-kelly-2 liam-tuohy simon-crane james-lancaster elsa-raven reece-p-thompson-iii laramie-landis mark-rafael-truitt john-walcutt terry-forrestal derek-lea richard-ashton sean-nepita brendan-connolly david-cronnelly garth-wilton richard-fox-1 nick-meaney kevin-owers mark-capri marc-cass paul-herbert-3 emmett-james chris-byrne oliver-page james-garrett erik-holland-1 jari-kinnunen anders-falk barry-dennen vern-urich rebecca-klingler tricia-oneil kathleen-s-dunn romeo-francis mandana-marino van-ling bjorn-olsen dan-pettersson shay-duffin greg-ellis diana-morgan-1 kris-andersson bobbie-bates aaron-james-cash anne-fletcher edmond-alan-forsyth andie-hicks scott-hislop stan-mazin lisa-ratzin julene-renee brian-walsh-4 alexandra-boyd mike-butters james-cameron bruno-campolo kevin-de-la-noy tony-kenny sean-lawlor don-lynch johnny-martin ryan-mcclurkin meghan-mcleod mike-oneal phil-parlapiano steven-quale olivia-rosewood john-slade r-gern-trowbridge
touch-of-evil,orson-welles-1,charlton-heston janet-leigh orson-welles-1 joseph-calleia akim-tamiroff joanna-moore-1 ray-collins dennis-weaver valentin-de-vargas mort-mills victor-millan lalo-rios michael-sargent phil-harvey-1 joi-lansing harry-shannon marlene-dietrich zsa-zsa-gabor joe-basulto yolanda-bojorquez joseph-cotten domenick-delgarde jennie-dias john-dierkes eleanor-dorado eva-gabor jeffrey-green-2 billy-house mercedes-mccambridge arlene-mcquade ken-miller ralph-moratz ramon-rodriguez-3 gus-schilling william-tannen wayne-taylor rusty-wescoatt dan-white keenan-wynn
trading-places,john-landis,dan-aykroyd eddie-murphy ralph-bellamy don-ameche denholm-elliott kristin-holby paul-gleason jamie-lee-curtis alfred-drake bo-diddley frank-oz james-belushi al-franken tom-davis maurice-woods-2 richard-d-fisher-jr jim-gallagher anthony-disabatino bonnie-behrend sunnie-merrill james-newell-2 mary-st-john bonnie-tremena david-schwartz-4 tom-degidon william-magerman alan-dellay florence-anglin ray-damore bobra-suiter herb-peterson sue-dugan-1 walt-gorney b-constance-barry p-jay-sidney avon-long-3 tom-mardirosian charles-brown-6 robert-curtis-brown nicholas-guest john-bedford-lloyd tony-sherer robert-earl-jones robert-e-lee-3 peter-hock clint-smith-1 ron-taylor-1 james-d-turner giancarlo-esposito steve-hofvendahl james-eckhouse gwyllum-evans eddie-jones john-mccurry michelle-mais barra-khan bill-cobbs joshua-daniel jacques-sandulescu wb-brydon margaret-h-flynn tracey-k-shaffer susan-fallender lucianne-buchanan paul-garcia jed-gillin philip-bosco bill-boggs deborah-reagan don-mcleod stephen-stucker richard-hunt paul-austin john-randolph-jones jack-davidson bernie-mcinerney maurice-copeland ralph-clanton bryan-clark-1 gary-howard-klar afemo-omilami shelly-chee-chee-hall donna-palmer barry-dennen murray-bandel peter-fey george-folsey-jr john-landis shirley-levine charles-pendelton yvonna-russell arleen-sorkin ronald-sylvers marlene-willoughby-1 kelly-curtis
the-treasure-of-the-sierra-madre,john-huston,humphrey-bogart walter-huston tim-holt bruce-bennett barton-maclane alfonso-bedoya arturo-soto-rangel manuel-donde jose-torvay margarito-luna robert-blake guillermo-calles roberto-canedo spencer-chan jacqueline-dalya ralph-dunn ernesto-escoto pat-flaherty martin-garralaga jack-holt john-huston francisco-islas mario-mancilla julian-rivero angela-rodriguez-2 jay-silverheels-2 ray-spiker valdespino ildefonso-vega harry-j-vejar ignacio-villalbazo clifton-young
the-trial,orson-welles-1,anthony-perkins jeanne-moreau romy-schneider orson-welles-1 akim-tamiroff elsa-martinelli suzanne-flon madeleine-robinson max-haufler max-buchsbaum arnoldo-foa jess-hahn billy-kearns maurice-teynac naydra-shore raoul-delfosse jean-claude-remoleux carl-studer fernand-ledoux thomas-holtzmann wolfgang-reichmann william-chappell michael-lonsdale
the-trip-2010,michael-winterbottom,steve-coogan rob-brydon-1 claire-keelan margo-stilley paul-popplewell rebecca-johnson-1 dolya-gavanski kerry-shale bernard-gallagher ben-stiller marta-barrio
the-trip-to-italy,michael-winterbottom,steve-coogan rob-brydon-1 rosie-fellner claire-keelan marta-barrio timothy-leach ronni-ancona rebecca-johnson-1 alba-foncuberta-bufil flora-villani giuseppe-palmieri piero-aprea
tropic-thunder,ben-stiller,ben-stiller robert-downey-jr jack-black-1 tom-cruise nick-nolte steve-coogan jay-baruchel danny-mcbride brandon-t-jackson bill-hader brandon-soo-hoo reggie-lee trieu-tran matthew-mcconaughey jeff-kahn-1 anthony-ruivivar eric-winzenried valerie-azlynn matt-levin david-pressman amy-stiller dempsey-silva jeff-weidemann nadine-ellis rachel-avery darryl-farmer rod-tate maria-menounos tyra-banks christine-taylor jel-galiza andrea-de-oliveira yvette-nicole-brown j-thomas-chon jacob-chon mini-anden mike-hoagland jon-voight jennifer-love-hewitt jason-bateman lance-bass alicia-silverstone don-abernathy linda-bella denise-bradley ella-christopher natalie-cohen larry-cruz angela-daun clark-devol kaylee-dodson jasmine-dustin david-d-espinoza eric-feliciano austin-honaker miko-hughes dave-johnson-1 jillian-johnston james-lew lesley-nicole-lewis fadhia-carmelle-marcelin anya-monzikova chad-mountain brittany-perry-russell simon-rhee dj-rivers samantha-sadoff gaku-space becca-sweitzer kaye-marie-talise sandra-valladares julie-van jobeth-wagner tobey-maguire john-garry
troy,wolfgang-petersen,brad-pitt orlando-bloom eric-bana brian-cox-2 sean-bean brendan-gleeson diane-kruger peter-otoole rose-byrne saffron-burrows garrett-hedlund vincent-regan julie-christie nathan-jones mark-lewis-jones john-shrapnel james-cosmo nigel-terry julian-glover trevor-eve frankie-fitzgerald lucie-barat siri-svegler ken-bones manuel-cauchi owain-yeoman tyler-mane louis-dempsey joshua-richards tim-chipping desislava-stefanova tanja-tzarovska
true-stories,david-byrne,david-byrne john-goodman swoosie-kurtz spalding-gray annie-mcenroe jo-harvey-allen alix-elias roebuck-pops-staples tito-larriva john-ingle jerry-harrison chris-frantz tina-weymouth
the-truman-show,peter-weir,jim-carrey laura-linney noah-emmerich natascha-mcelhone holland-taylor ed-harris brian-delate paul-giamatti peter-krause blair-slater heidi-schanz ron-taylor don-taylor-3 ted-raymond o-lan-jones krista-lynn-landolfi harry-shearer jeanette-miller philip-glass una-damon joe-minjares philip-baker-hall john-pleshette-1 terry-camilleri joel-mckinnon-miller judy-clayton fritz-dominique angel-schmiedt nastassja-schmiedt muriel-moore mal-jones judson-vaughn earl-hilliard-jr david-andrew-nash jim-towers savannah-swafford antoni-corone mario-ernesto-sanchez john-roselius kade-coates marcia-debonis sam-kitchin sebastian-youngblood dave-corey mark-alan-gillott jay-saiter tony-todd-1 marco-rubeo daryl-davis robert-davis-6 rj-murdock matthew-mcdonough larry-mcdowell joseph-lucus logan-kirksey adam-tomei john-pramik al-foster zoaunne-leroy millie-slavin dona-hardy tom-simmons susan-angelo carly-smiga yuji-okumoto kiyoko-yamaguchi saemi-nakamura
uncle-buck,john-hughes,john-candy jean-louisa-kelly macaulay-culkin gaby-hoffmann amy-madigan elaine-bromka garrett-m-brown laurie-metcalf jay-underwood brian-tarantina mike-starr suzanne-shepherd dennis-cockrum anna-chlumsky ron-payne jane-vickerilla william-windom mark-rosenthal-1 doug-von-nessen wayne-kneeland patricia-arquette jack-blessing devon-odessa ryan-goldstein
the-great-outdoors,howard-deutch,dan-aykroyd john-candy stephanie-faracy annette-bening chris-young lucy-deakins robert-prosky ian-giatti hilary-gordon rebecca-gordon zoaunne-leroy nancy-lenehan john-bloom-3 lewis-arquette britt-leach cliff-bemis paul-hansen-3 debra-lee-ortega sierra-somerville christine-spiotta chris-bass shirley-harris christopher-kinsman andy-prosky brian-healy
unfaithful,adrian-lyne,richard-gere diane-lane olivier-martinez erik-per-sullivan zeljko-ivanek dominic-chianese kate-burton chad-lowe gary-basaraba myra-lucretia-taylor michelle-monaghan margaret-colin
unforgiven,clint-eastwood,clint-eastwood gene-hackman morgan-freeman richard-harris jaimz-woolvett anna-levine saul-rubinek frances-fisher david-mucci rob-campbell anthony-james ron-white-2 jefferson-mappin jeremy-ratchford philip-maurice-hayes tara-frederick-1 beverley-elliott liisa-repo-martell shane-meier robert-koons mina-e-mina john-pyper-ferguson walter-marsh-1 larry-reese blair-haynes frank-c-turner lochlyn-munro ben-cardinal michael-charrois michael-maurer larry-joshua george-orrison greg-goossen
